0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
It's been third day I'm receiving message that the pickup will be done on next day. And I'm unable to contact custo… https://t.co/eeVilgfn1v,  '                  '                                                            .      '                         …      :// .  /        1 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart BOYCOTT FLIPCART...SUSHANT IS NOT DEPRESSED.......I AM DELETING YOUR APP &amp; I WILL TELL MY FAMILY ALSO,                  ...                        .......                       &   ;                           ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"One of my order needs to return, I have put the request for pickup my is two days before from today. But your couri… https://t.co/Vj19BoMCO9","                               ,                                                                   .               …      :// .  /  1       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport I received the product with missing parts. I don't want to return the product I need exchange. Please help.,                                             .      '                                            .            .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport ordered a phone with open box delivery option bt the delivery person wanted otp before g… https://t.co/DjNBijykJK,                                                                                            …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"After a very long time ordered an electronic item from @Flipkart
 @flipkartsupport.
 As usual the product and servi… https://t.co/yFjuDRlIEL","                                                        
  .
                               …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
1/2What a joke Flipkart assured seller is not Sony's authorised seller ???!!! Think before buying guys !!… https://t.co/FFM43r2Iy3,1/2                                               '                    ???!!!                          !!…      :// .  /   43 2  3,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Height of indifference, the issue has been marked as resolved @flipkartsupport @Flipkart https://t.co/HfnDKT7vTt","                      ,                                                :// .  /      7   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart 
Every time when I want to login by my number why always show(below in picture with red letter)....Whenev… https://t.co/EOXjVOazi4","  
                                                            (                                )....      …      :// .  /         4",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Hi sir, 
My Flipkart ACcount has been blocked.I never violate its terms of service or its privacy policy. Please Re… https://t.co/oS4T80UUBM","      , 
                                    .                                                          .          …      :// .  /  4 80    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @TeamBajateRaho: @Flipkart promised your grocery items delivered on 19/7
Again 20 sorry 21 sorry 22 sorry 23 confirm but delivered only…","                                            1 /7
      20       21       22       23                           …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@buildingnothing @nothing @Flipkart When will we get pixel buds pro ? Today should be the launch date right? Please help and clarify,                                      ?                                      ?                        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart Ekart एक ढक्कन कंपनी है, तीन दिन से अपने पार्सल का वेट कर रहा हु मेरे घर के कुछ किलोमीटर दूर नियरेस्ट हब… https://t.co/i515imOSev","        एक ढक्कन कंपनी है, तीन दिन से अपने पार्सल का वेट कर रहा हु मेरे घर के कुछ किलोमीटर दूर नियरेस्ट हब…      :// .  / 515      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @_Kalyan_K This is the solution given to a customer Rejected the Replacement of Damaged Product. Let me m… https://t.co/codpf9NBHL,  @_      _                                                                                      .         …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Get #VootSelect 1 Year #Subscription at 299 SuperCoins #Flipkart #Deal- https://t.co/8NwqpPIxVi,    #           1      #                2              #         #           :// .  /8         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @_Kalyan_K @Flipkart OD125446632969651000 different item old item deliver gautam ditesh team leade… https://t.co/JFpngDiPkG,  @_      _      125446632 6 651000                                                         …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart pathetic delivery experience.if you people are not able to deliver products why are u taking order.i thin… https://t.co/G5AfuYv2MC,                              .                                                                     .      …      :// .  / 5     2  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart 
Very bad service..... 
Wrong item has send to me. 
My number 9890524850
We are not available going out o… https://t.co/FhgfewoQJD","  
                ..... 
                         . 
           8 0524850
                                …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @motorolaindia: The clock is ticking! Hurry up and upgrade to your favourite Motorola smartphones at @flipkart’s #BigSavingsDay sale. Sa…,                     !                                                                 ’  #                  .   …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@jagograhakjago @amazonIN @flipkartsupport @Flipkart see this cheters name FLIPKART dey r usg pple mney for der ill… https://t.co/UfgWz2LGhm,                                                                      …      :// .  /     2    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
I don't understand @Flipkart still to date didn't delivery my order product on actual &amp; postponed date. I contacted… https://t.co/w6LDvlXllR,     '                                 '                                      &   ;               .            …      :// .  / 6        ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Help me mushe bata dena koi to ki nothing phone 1 sale me 30th july ko sape me open hone wala tha but mera order 27… https://t.co/vW0aoNyJfB,                                                1         30                                                     27…      :// .  /  0       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart @_Kalyan_K @consumerforum_ Any update on the above mentioned orders delivery or refund initiation?,    @_      _   _                                                                       ?,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Yaa_smug: Hey @Flipkart I had ordered Rakhi on 20th July which was to reach my brother on 25th July but till now Rakhi has not arrived…,                              20                                         25                                          …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Gaurav and Faizan, @Flipkart Kirana partners from Dehradun, Uttarakhand, talk about the joy they experience as they… https://t.co/A5FAxLOT2C","                 ,                                ,            ,                                           …      :// .  / 5      2 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart I am taking daily follow up for my issue and you are not giving me any response. I am st… https://t.co/XttPv2ipAj,                                                                                   .        …      :// .  /     2    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport Is this the only message you guys ever sent? @Flipkart the worst support,                                             ?                    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport what is wrong with you guys? https://t.co/ZvjxgxDZwZ,                               ?      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart worst experience every time in 2022 https://t.co/566KiRFdyw,                                 2022      :// .  /566       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart Why am I being told on the support line that all senior executives are busy, please call back in an hour… https://t.co/cKfbq7XKLi","                                                                             ,                            …      :// .  /     7    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @AllesKleider: Full Sleeve red Check T-Shirts for men.
Check out our cool Tees from our collection @ https://t.co/lB4MzVcJhG
#fashion #T…","                                       .
                                            @      :// .  /  4       
#        # …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Hey @Flipkart do you greet your customers with filthy and abusive language on call who wants explanation for a dela… https://t.co/jB8j9efM2O,                                                                                                           …      :// .  /  8     2 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport hello world there are new #scammers #fraud #harrasment #mentalharassment #cheaters in th… https://t.co/kqLsGMCDtg,                              #         #      #           #                 #              …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@buildingnothing @nothing @Flipkart Also there is no proper support from your partner flipkart. Multiple resolution… https://t.co/4QJawbiW7x,                                                                .                    …      :// .  /4       7 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport @FlipkartStories @flipkart_tech #flipkartflightticketbookingissues
I wanted to book for… https://t.co/VhEhV22LNc","       _     #                                 
                    …      :// .  /     22   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@digishp @nothing @Flipkart @getpeid @flipkartsupport Bro it's been 16 day for me and @flipkartsupport is not replying now,                '       16                                     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Approved y @Flipkart @flipkartsupport ur doing mentally Haresment to me. You will be responsibile if some things ba… https://t.co/aioGAxrt1L,                                                .                                           …      :// .  /        1 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @Flipkart  @Flipkartsupport #flipkartsupport #flipkart     flipkart still not resolved the issue which is… https://t.co/nu7fwtnJQh,       #                #                                                           …      :// .  /  7       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"I had bought a mobile when offers were going on Flipkart but till date I have not received the mobile.

If a produc… https://t.co/GNxGiJQ5L6","                                                                                                     .

           …      :// .  /       5 6",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Sushant Loved By Millions:SSR is a pious soul &amp; a few weak devil souls cannot defame a pure,powerful &amp; highly energ… https://t.co/N4UEkJi1hA","                         :                    &   ;                                            ,         &   ;             …      :// .  / 4     1  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart just horrible  service,                        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart I was about to get the product delivered today..as I called the customer care she said the product have r… https://t.co/TgfQRHLiFk,                                                ..                                                         …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Full Sleeve red Check T-Shirts for men.
Check out our cool Tees from our collection @ https://t.co/lB4MzVcJhG… https://t.co/1EezH9zjlI","                                      .
                                            @      :// .  /  4       …      :// .  /1         ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@deepali53882005 @SushantMH4747 @Flipkart 🤣🤣🤣🤣😂🤪, 53882005  4747   🤣🤣🤣🤣😂🤪,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart  @Flipkartsupport #flipkartsupport #flipkart     flipkart still not resolved the issue which is pending f… https://t.co/jcYavbSSjZ,     #                #                                                                     …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"I had bought a mobile when offers were going on Flipkart but till date I have not received the mobile.

If a produc… https://t.co/TYuX5EP10l","                                                                                                     .

           …      :// .  /    5  10 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@buildingnothing @nothing @Flipkart First deliver my adapter which I ordered on 14th July along with my phone. Till… https://t.co/5DkMBXY1uM,                                                  14                           .     …      :// .  /5      1  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@SankuGupta3 @ICICIBank @ICICIBaknCares never reply bcoz that's the way the Heads of @ICICIBank_Care has trained th… https://t.co/9Tn51RLl7V, 3                          '                        _                   …      :// .  /   51   7 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@IndiCoder18 @Flipkart Ha.. Getting from Amazon is way Better than Flipkart.., 18     ..                                                ..,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Very bad service @Flipkart
I'm buying goods online since 2018 but it's my wrost experience @flipkartsupport.","                  
 '                            2018       '                       .",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @BandBajaateRaho @flipkartsupport  rescheduled delivery date is 28th Jul &amp; till now not out for delivery.… https://t.co/fcLgpKSATV,                                    28       &   ;                              .…      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Lekin bhejo ke kai se your logistics partner khud cancel Mar dete hai check details https://t.co/xg83r0HmQs,                                                                                           :// .  /  83 0    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport @FlipkartSellers 
my problem still not resolved. They give me another date now 2Aug what… https://t.co/SS6NyRUKlt","      
                             .                               2        …      :// .  /  6       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport @nothing @getpeid @buildingnothing
My #Nothingphone1 replacement isn't shipped yet! It w… https://t.co/cYj2gDwetd","         
   #            1                '             !     …      :// .  /   2      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@dinu_disho @PriyankaJ2021 @KhushiBakshi24 @Flipkart @flipkartsupport @PMOIndia @KirenRijiju @BJP4India… https://t.co/aMfTUOk4Lp, _       2021  24          4     …      :// .  /       4  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Order ID - OD125276344806547000
Wings Vader 200 Wired Gaming Headset
I haven't got it back after headphone replacem… https://t.co/NpzB3W9UCe","             125276344806547000
            200                     
       '                                      …      :// .  /    3     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Return id-12102555861206841572
Flipkart support Please reply about this return I'd
@Flipkart @flipkartsupport","          12102555861206841572
                                                 ' 
   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
What is this nonsense @Flipkart . Now be ready to face the consequences. #BoycottFlipkart #BoycottbollywoodForever https://t.co/eT2TNCXOMX,                        .                                      . #                #                             :// .  /  2       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
5200 EMI Flipkart Electric Scooter/No Cost EMI option in All Bank/Door Delivery/3 Years Warranty Full Video… https://t.co/a8EmCpevnh,5200                              /                              /             /3                          …      :// .  / 8        ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart will you ppl stop sending copy paste things see the screen shots daily what u ppl are do… https://t.co/858IMEBSBl,                                                                                            …      :// .  /858       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart unable to place order... Why server is slow?,                       ...                   ?,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@mangatinanda @buildingnothing @Flipkart Better wait to purchase. I got it in 4500 itself in one of the sale including 10% bank discount.,                             .             4500                                     10%              .,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Baljind71929711 @Justice132465 @Flipkart @FlipkartSellers @flipkart_tech Your mom is depressed. Look after her first., 71 2 711  132465      _                          .                     .,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@VolgWalkman @Justice132465 @Flipkart @FlipkartSellers @flipkart_tech Your mom is depressed. Look after her first.,   132465      _                          .                     .,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Team @jagograhakjago i raised complaint against (Ticket No. 3673650)  @Flipkart @flipkartsupport via your app but n… https://t.co/sbnN1QhhlR,                                  (         . 3673650)                        …      :// .  /    1     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport @polimernews @_sachinbansal @walmartindia @behindwoods @ASUS Flipkart big season sale is… https://t.co/cHDW7S0iBI,      @_                                              …      :// .  /    7 0   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport what nonsense customer service you have. You chat service is the worst. Delivery is alwa… https://t.co/zZMgsTkdFN,                                           .                              .                 …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"FlipKaand Ka SSR Ki Photo Wala Kaand
👇
https://t.co/JTybt5MqSf
👆
Iss Harkat Se SSR Ko Toh Kaddu Farq Nahi Phada, Pe… https://t.co/XVnlvO6NxU","                                    
👇
     :// .  /     5    
👆
                                              ,   …      :// .  /      6   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"In flipkart i found some interesting question-answer regarding Nothing phone 1🤔😎😄
#nothing 
#nothingphone1… https://t.co/AwBqspfHSw","                                                                             1🤔😎😄
#        
#            1…      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"आज पार्सल मिलने वाला था , इंतजार करते करते आंखे टेडी हो गई पार्सल नहीं मिला ,उल्टा दो दिन लेट मिलेगा।
इतनी घटिया स… https://t.co/IoF4O3XxjC","आज पार्सल मिलने वाला था , इंतजार करते करते आंखे टेडी हो गई पार्सल नहीं मिला ,उल्टा दो दिन लेट मिलेगा।
इतनी घटिया स…      :// .  /   4 3    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart you are really horrible with commitment. U can't deliver a phone on time and are having sale after sale. Thumbs down to ur service,                                         .      '                                                        .                          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@_Kalyan_K @flipkartsupport @Flipkart cancel the both orders I don't want to wait 20 days or 1month to receive groc… https://t.co/nZTaB3NT9S,@_      _                                  '               20         1                     …      :// .  /     3    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Any offer for students to buy nothing products?
@getpeid @buildingnothing @nothing @Flipkart 
#phone1… https://t.co/yYzeI8ZBVO","                                              ?
        
#     1…      :// .  /     8    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Supposed to get Nothing Phone 1 today but suddenly now delivery date changed to 31st July. Ordered on 13th July, af… https://t.co/c3IanY13T4","                              1                                                 31       .            13       ,   …      :// .  / 3    13 4",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@m_ravivarma @flipkartsupport @Flipkart @buildingnothing @getpeid @nothing They have only one answer 😄   I'm also  got frustrated, _                                              😄    '                      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Dharmatej_DJ @Flipkart @flipkartsupport @nothing So what is your exact issue...., _                                    ....,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Worst delivery service by @Flipkart . Wasted 2 working day and not resposing my call..
#bycottflipkart #worstflipkart","                            .        2                                      ..
#               #             ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart Is your system collapsed ??? why there is no updater after Jul 22, on your order page?","                           ???                                   22,                   ?",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"My ORder :- FMPP1267710687 
My Booking Date : 20/07/2022 
Pin Code 401105 Thane @Flipkart","         :      1267710687 
                : 20/07/2022 
         401105        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
when i was booking the mobile i was seeing the delivery date as 26th july when after booking i got the delivery dat… https://t.co/DgzwzjD0X2,                                                                26                                                 …      :// .  /       0 2,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport @FlipkartStories I'm flipkart plus customr since 5yrs. Facing #worst #support from team… https://t.co/Ju2oLQKTns,       '                              5   .        #      #                 …      :// .  /  2       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart what the hell is going on here
@flipkartsupport 
The delivery was expected on Jul 21, and rescheduled to… https://t.co/B3FfQiJ6u3","                                
  
                                 21,                   …      :// .  / 3     6 3",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart i don't like flipkart pay later now as their is charges applicable on the limit more than a thousand rs https://t.co/YQqxNrG0PJ,       '                                                                                                       :// .  /       0  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Nothing takes your workout to the next level quite like your favorite pump-up playlist and that's where… https://t.co/oqyVPzrQwc,                                                                                               '       …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@buildingnothing @nothing @Flipkart Please sort out the deliveries sir. I ordered mine on 18th and it shows item wa… https://t.co/KmoDXUk2yt,                                        .                   18                       …      :// .  /       2  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @flipkartsupport @Flipkart 
issue still not resolved, not any team member contact me today and sta… https://t.co/yn5jx2a5Ge","      
                        ,                                             …      :// .  /  5  2 5  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Worst experience with flipkart @Flipkart  @flipkartsupport 
Then I cancelled the order https://t.co/nROakLHhHB","                                    
                                :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Faru4S: @7ImSushantAgain @itsSSR @Flipkart @narendramodi @republic @AmitShah @KirenRijiju @PiyaliBh @hinduismisgreat @HeliPandya_SR @it…, @7                                _    …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@rupamsarkar @getpeid @gsmarena_com @Flipkart @amazonIN Just a market strategy to hype the phone... Especially mark… https://t.co/ZBEsm2ask7,     _                                                ...                …      :// .  /     2   7,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart @_Kalyan_K Again nobody visited for installation. Just received missed call and a resche… https://t.co/9rNFPP94wX,    @_      _                                       .                                       …      :// .  /       4  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @gamirohit: @Flipkart @flipkartsupport can u explain to me why my order cancel order automatically https://t.co/ztP6r5Zrq0,                                                                      :// .  /   6 5   0,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart  doesn’t care about their customers. Pathetic service and delivery dates never on time a… https://t.co/HUSBdK6FIk,          ’                            .                                                    …      :// .  /      6   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport can u explain to me why my order cancel order automatically https://t.co/ztP6r5Zrq0,                                                                     :// .  /   6 5   0,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@HarshaDeviredd9 @Flipkart Cancelled and ordered from Amazon. Getting it tomorrow.,                                     .                    .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Please check if am lying @Flipkart @_Kalyan_K @nothing @getpeid Today i was supposed to get visit from the technici… https://t.co/8XUv1T7FvL,                           @_      _                                                         …      :// .  /8   1 7   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"When will be Nothing Phone 1 black case is available in Flipkart ?
@nothing @getpeid @buildingnothing 
@Flipkart… https://t.co/qmOOB4pf4E","                           1                                     ?
      
 …      :// .  /     4  4 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@IndiCoder18 @Flipkart Cancel and Order again.. In that Case.., 18                         ..             ..,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport @FlipkartS Order ID - OD125541356749867000, where I was demanded Rs. 5100 for delivery o… https://t.co/HgNIURuW65","                   12554135674 867000,                        . 5100               …      :// .  /        65",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Hi @Flipkart @flipkartsupport ,

What's the issue going on with my order return request accepted and once the picku… https://t.co/sTKGnJJyYN","       ,

    '                                                                             …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
I ordered dizo watch r from flipkart on 24th July. I was assured by Flipkart to make the product deliver on 28th Ju… https://t.co/OZi3Vbpba6,                                        24       .                                                          28     …      :// .  /   3     6,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Sushant Loved By Millions:BOYCOTT 'Flipkart' &amp; 'Amazon' which with the collaboration of BWOOD r constantly targetin… https://t.co/aGXAwydT9X,                         :        '        ' &   ; '      '                                                            …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart  still not get any resolution. The is from your end.,                                 .                     .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@sumidas198 @Flipkart @flipkartsupport @amazonIN Yes sure

Smear Campaign Against SSR
#Boycottflipkart
#Boycottamazon"," 1 8               

                          
#               
#             ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @Ranjeet31220: @sumidas198 @Flipkart @flipkartsupport @amazonIN @amazonIN @Flipkart don't even try to do this immediately remove this de…,  1 8              '                                                …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia Flipkart and A… https://t.co/yfNEsa1H0K, 7            _                        …      :// .  /      1 0 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @ShobitV: @Flipkart I don't know why you guys committ a date of delivery when you are not capable to do it. It was supposed to be delive…,        '                                                                                .                             …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"My refund initiated for 5502 rs but received massage of only 500 Rs , now showing refund rejected ,could you please… https://t.co/F9PCazdlv3","                        5502                                 500    ,                             ,                …      :// .  /         3",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart मेरा सभी से निवेदन है किसी भी ऑर्डर की delivery लेते समय माल आंख खोल के चेक कर लेना 
मेरा तो कम निकला कही… https://t.co/dDJI6fTuEq","  मेरा सभी से निवेदन है किसी भी ऑर्डर की          लेते समय माल आंख खोल के चेक कर लेना 
मेरा तो कम निकला कही…      :// .  /    6     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Mohit2290: @_Kalyan_K @Flipkart @flipkartsupport 
मेरे पास फ्लिपकार्ट से इस नंबर  +917303555854  से कॉल आया और मेरे को 50% का ऑफर बता…"," @_      _      
मेरे पास फ्लिपकार्ट से इस नंबर  + 17303555854  से कॉल आया और मेरे को 50% का ऑफर बता…",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Another false &amp; fake update....

Product is avable by d same seller

TP-Link Archer C6 MU-MIMO Gigabit 1200 Mbps Wi… https://t.co/QTe8sZaE6j","              &   ;            ....

                                  

                6                 1200        …      :// .  /   8    6 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@SushantMH4747 @Flipkart yeh kyu nahi rakha tumne ? It would have sold like hotcakes and trust me no one would have… https://t.co/A2axDyxKTO, 4747                            ?                                                                …      :// .  / 2        ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @privin07: @Piyali_Bh1 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia Utterly shameful 😖

Sm…","  _  1            _                           😖

  …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @Piyali_Bh1: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia Unbelievable!!!!

What…","  7            _                      !!!!

    …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @privin07: @Jannat_Firdouse @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia Now Amazon too 😖…,  _                    _                         😖…,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Jannat_Firdouse: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia Shame on you @Fli…,  7            _                        …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @privin07: @ARPITIMSR @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia PR hain ye sab...they c…,              _                        ...      …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @ARPITIMSR: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia इनके इन कृत्यों का उत्त…,  7            _          इनके इन कृत्यों का उत्त…,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @sheetaly: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia @amazonIN after flipkart…,  7            _                          …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @DholwaniKavita: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia #BoycottFlipkart…,  7            _          #               …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @blacksheep_119: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia Shame on @amazonIN…,  7            _                    …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @Supritatweets11: @privin07 @Flipkart @amazonIN @itsSSR @CimGOI @PiyushGoyalOffc @DoC_GoI @DoPTGoI @PMOIndia @HMOIndia #JusticeForSushan…,  7            _          #                …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @TinaDut26961785: @HeliPandya_SR @Flipkart @itsSSR @SandySR64457040 @aayushlr @VishalC22251275 Smear Campaign Against SSR

#JusticeForSu…","  _        64457040    22251275                           

#            …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @rubalsolutions: @HeliPandya_SR @Flipkart @itsSSR @SandySR64457040 @aayushlr @VishalC22251275 Hadd Ho Gayi Hai ... 🥺🥺😡😡👊👊
Smear Campaign…","  _        64457040    22251275                  ... 🥺🥺😡😡👊👊
              …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
